8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789,   , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789,   , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789,   , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
8 , -12, 123456789, 0 , -12345678, 97, -2147483648, 2147483647 --- Return : 62
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
008, -012, 123456789, 000, -12345678, 097, -2147483648, 2147483647 --- Return : 66
008, -012, 123456789, 000, -12345678, 097, -2147483648, 2147483647 --- Return : 66
008, -012, 123456789, 000, -12345678, 097, -2147483648, 2147483647 --- Return : 66
0008, -0012, 123456789, 0000, -12345678, 0097, -2147483648, 2147483647 --- Return : 70
0008, -0012, 123456789, 0000, -12345678, 0097, -2147483648, 2147483647 --- Return : 70
0008, -0012, 123456789, 0000, -12345678, 0097, -2147483648, 2147483647 --- Return : 70
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789,  , -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789,  , -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789,  , -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
008, -012, 123456789, 000, -12345678, 097, -2147483648, 2147483647 --- Return : 66
008, -012, 123456789, 000, -12345678, 097, -2147483648, 2147483647 --- Return : 66
008, -012, 123456789, 000, -12345678, 097, -2147483648, 2147483647 --- Return : 66
0008, -0012, 123456789, 0000, -12345678, 0097, -2147483648, 2147483647 --- Return : 70
0008, -0012, 123456789, 0000, -12345678, 0097, -2147483648, 2147483647 --- Return : 70
0008, -0012, 123456789, 0000, -12345678, 0097, -2147483648, 2147483647 --- Return : 70
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, , -12345678, 97, -2147483648, 2147483647 --- Return : 59
8, -12, 123456789, , -12345678, 97, -2147483648, 2147483647 --- Return : 59
8, -12, 123456789, , -12345678, 97, -2147483648, 2147483647 --- Return : 59
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
8, -12, 123456789, 0, -12345678, 97, -2147483648, 2147483647 --- Return : 60
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
08, -12, 123456789, 00, -12345678, 97, -2147483648, 2147483647 --- Return : 62
